hotel_id,aspect,trend_direction,trend_slope,flagged_season,deviation_magnitude
H112,location,stable,-0.008367100493672867,Winter,0.1307692064810052
H112,service,improving,0.011944562628847848,Summer,0.4346560544910885
H112,value,improving,0.015179299037665456,Autumn,0.13849786238537887
H113,amenities,stable,-0.004901321669713773,Winter,0.16443963959758912
H113,location,stable,0.003956852906463756,Summer,0.6217856255118493
H113,service,stable,-0.0012667178494369853,Spring,0.11784517837412689
H113,value,stable,-1.8983743680942096e-17,,0.0
H114,amenities,stable,-0.004502233983461891,Summer,0.16661837365892218
H114,location,declining,-0.017267550022803467,Winter,0.15560950531346673
H114,service,stable,-1.0285968434583407e-17,,0.0
H114,value,stable,0.0,,0.0
H115,amenities,improving,0.012438059143234112,Spring,0.149797647184662
H115,location,declining,-0.020924801968606046,Autumn,0.27388558014154957
H115,service,stable,0.009322595242732074,Autumn,0.10417636079256015
H115,value,stable,1.4850638265741086e-06,Winter,2.072621548343534e-05
H116,amenities,declining,-0.016933480657822072,Autumn,0.40253369427389574
H116,location,stable,0.0015306880383491345,Spring,0.25232584373443206
H116,service,stable,-0.00623987667974883,Winter,0.2597424603308792
H116,value,stable,-3.0825270259905743e-06,Spring,9.113091761969727e-05
H117,amenities,stable,-0.006672758860363903,Spring,0.22150533050714033
H117,cleanliness,stable,3.057822880471444e-17,,0.0
H117,location,stable,-8.443656559458734e-19,,0.0
H117,service,stable,-0.002547463524889942,Winter,0.04391475536964773
H117,value,stable,1.9991263256446765e-17,,0.0
H118,amenities,declining,-0.02917403553859051,Winter,0.20546594951991676
H118,location,declining,-0.06306652212395457,Summer,0.44371134705013693
H118,service,stable,-0.009844759224147527,Winter,0.45907665756013666
H118,value,declining,-0.017520319013958854,Winter,0.7032834495659228
H119,amenities,stable,-0.003481247823272981,Winter,0.15989673140112748
H119,cleanliness,stable,-0.0016807941737376016,Winter,0.13257966733392623
H119,location,stable,0.0010424262494857777,Spring,0.061301062093157443
H119,service,stable,-2.12312160430369e-06,Spring,0.0001902507526718722
H120,amenities,stable,0.004610554347686502,Spring,0.16661592152698956
H120,location,stable,-8.502037372001835e-05,Winter,0.0029356363273802533
H120,service,stable,0.0017406606424521015,Autumn,0.050447855282713006
H120,value,stable,2.1286614605416945e-17,,0.0
